ID Transaksi;Tanggal;No Rekening;Nama Nasabah;Jenis Biller;Nama Biller;Nomor Pelanggan;Nominal;Biaya Admin;Total Bayar;Channel;Status
TRX175725;2026-03-15;1000004965;Joko Susilo;Internet;IndiHome;4738233054;472278;2500;474778;EDC;Sukses
TRX175743;2026-02-21;1000004138;Budi Santoso;Listrik;PLN;3757817301;203758;3000;206758;Mobile Banking;Sukses
TRX175770;2026-02-04;1000003314;Eka Lestari;Internet;IndiHome;1795749836;369224;2000;371224;Teller;Sukses
TRX175865;2026-03-25;1000000743;Joko Susilo;TV Kabel;Transvision;9835767516;301144;3000;304144;ATM;Sukses
TRX175914;2026-03-29;1000003081;Citra Dewi;Air;PDAM;5221729532;123009;2000;125009;Internet Banking;Sukses
TRX175957;2026-03-23;1000000438;Joko Susilo;Internet;Biznet;5105188320;489586;2000;491586;Mobile Banking;Gagal
TRX176034;2026-03-06;1000002584;Joko Susilo;TV Kabel;Transvision;2114185014;430444;2500;432944;Internet Banking;Sukses
TRX176080;2026-03-08;1000000260;Intan Sari;TV Kabel;Transvision;9097111989;487252;2500;489752;EDC;Gagal
TRX176094;2026-02-23;1000000850;Dedi Pratama;Listrik;PLN;2700231834;54025;3000;57025;Teller;Sukses
TRX176139;2026-03-15;1000003083;Eka Lestari;Internet;Biznet;3052584979;172136;2500;174636;Mobile Banking;Gagal
TRX176179;2026-01-26;1000004674;Budi Santoso;Internet;Biznet;3064900428;250978;2500;253478;Teller;Gagal
TRX176220;2026-03-18;1000004112;Eka Lestari;Air;PDAM;4612810310;352446;3000;355446;Mobile Banking;Sukses
TRX176297;2026-03-27;1000004620;Dedi Pratama;TV Kabel;First Media;1088798082;116882;3000;119882;EDC;Sukses
TRX176334;2026-02-28;1000000975;Fajar Hidayat;Air;PDAM;8365493229;99173;2500;101673;EDC;Sukses
TRX176341;2026-03-22;1000002161;Andi Saputra;TV Kabel;First Media;8988052754;417516;2000;419516;EDC;Sukses
TRX176351;2026-02-07;1000000904;Eka Lestari;BPJS;BPJS Kesehatan;6338732510;98922;2000;100922;ATM;Gagal
TRX176419;2026-01-06;1000003137;Andi Saputra;Air;PDAM;1972276566;491844;2500;494344;ATM;Sukses
TRX176440;2026-01-24;1000003209;Dedi Pratama;Air;PDAM;6791850050;437555;2500;440055;ATM;Gagal
TRX176464;2026-02-10;1000001603;Intan Sari;TV Kabel;Transvision;8649930183;157000;2000;159000;Teller;Gagal
TRX176592;2026-02-17;1000000126;Andi Saputra;BPJS;BPJS Kesehatan;6152883508;172480;3000;175480;ATM;Sukses
TRX176633;2026-02-18;1000001767;Dedi Pratama;TV Kabel;First Media;3216003771;164427;3000;167427;Mobile Banking;Gagal
TRX176671;2026-02-26;1000000535;Intan Sari;Internet;IndiHome;5835189865;116425;2500;118925;Mobile Banking;Sukses
TRX176692;2026-02-03;1000004576;Intan Sari;Listrik;PLN;6215556278;100187;2000;102187;Mobile Banking;Gagal
TRX176736;2026-03-30;1000002905;Citra Dewi;Air;PDAM;7793487616;228579;3000;231579;Internet Banking;Gagal
TRX176758;2026-03-24;1000001490;Hadi Wijaya;TV Kabel;Transvision;5269603592;165523;2500;168023;Mobile Banking;Sukses
TRX176814;2026-01-19;1000001910;Intan Sari;Internet;IndiHome;6409771232;272021;2000;274021;Teller;Sukses
TRX176829;2026-01-22;1000000364;Fajar Hidayat;Internet;IndiHome;1854609019;469013;2500;471513;EDC;Gagal
TRX176836;2026-01-07;1000004142;Gina Marlina;Listrik;PLN;9654021179;366438;2500;368938;Mobile Banking;Sukses
TRX176859;2026-02-24;1000001022;Joko Susilo;Air;PDAM;6877937969;196844;2000;198844;ATM;Sukses
TRX176907;2026-01-16;1000003573;Joko Susilo;TV Kabel;First Media;1198259513;443403;3000;446403;Teller;Sukses
TRX177007;2026-02-15;1000003523;Budi Santoso;Internet;Biznet;3085643242;104204;3000;107204;Teller;Gagal
TRX177029;2026-01-22;1000001804;Intan Sari;TV Kabel;First Media;7794203602;352684;2000;354684;Internet Banking;Sukses
TRX177063;2026-03-12;1000003580;Citra Dewi;Internet;Biznet;6684601350;431218;2500;433718;Teller;Sukses
TRX177150;2026-02-23;1000001088;Andi Saputra;Internet;Biznet;9725435415;184910;2000;186910;EDC;Sukses
TRX177193;2026-01-10;1000004197;Joko Susilo;BPJS;BPJS Kesehatan;8073310632;160457;2000;162457;Internet Banking;Gagal
TRX177243;2026-02-22;1000004881;Dedi Pratama;Listrik;PLN;9069247758;121796;2500;124296;Teller;Sukses
TRX177267;2026-03-08;1000001632;Andi Saputra;TV Kabel;First Media;8780580533;223890;2000;225890;Teller;Sukses
TRX177326;2026-03-21;1000000871;Hadi Wijaya;TV Kabel;First Media;3835862451;218738;2500;221238;ATM;Sukses
TRX177339;2026-03-04;1000004118;Dedi Pratama;Listrik;PLN;7946944841;197391;2500;199891;Teller;Sukses
TRX177400;2026-02-25;1000004698;Eka Lestari;Internet;IndiHome;5519602055;293343;2000;295343;ATM;Sukses
TRX177494;2026-01-21;1000002040;Citra Dewi;Air;PDAM;9835670189;287718;3000;290718;Teller;Sukses
TRX177503;2026-03-17;1000002566;Andi Saputra;TV Kabel;Transvision;8649402476;320623;2500;323123;Internet Banking;Gagal
TRX177513;2026-01-10;1000002951;Intan Sari;Internet;IndiHome;4059114084;423237;3000;426237;Mobile Banking;Sukses
TRX177566;2026-02-12;1000004819;Intan Sari;BPJS;BPJS Kesehatan;7830789757;240926;2500;243426;Teller;Gagal
TRX177602;2026-01-10;1000001273;Fajar Hidayat;Internet;Biznet;8654895420;341584;2000;343584;Teller;Gagal
TRX177803;2026-02-23;1000001547;Intan Sari;BPJS;BPJS Kesehatan;3361637857;335013;2000;337013;EDC;Sukses
TRX177808;2026-03-27;1000002497;Intan Sari;TV Kabel;Transvision;6004451983;296940;3000;299940;Internet Banking;Gagal
TRX177874;2026-01-31;1000004080;Eka Lestari;TV Kabel;Transvision;4242398008;249054;2000;251054;EDC;Sukses
TRX177941;2026-02-16;1000001653;Intan Sari;Internet;IndiHome;1020805593;481397;2000;483397;Internet Banking;Sukses
TRX178024;2026-01-04;1000003527;Eka Lestari;Listrik;PLN;7062503558;292364;2500;294864;Mobile Banking;Gagal
TRX178050;2026-02-05;1000004659;Andi Saputra;Internet;IndiHome;2891621588;367087;2000;369087;Teller;Sukses
TRX178079;2026-02-13;1000003047;Gina Marlina;Listrik;PLN;3977867024;380389;2000;382389;Mobile Banking;Gagal
TRX178116;2026-01-03;1000002882;Gina Marlina;Listrik;PLN;2923951043;160747;2500;163247;Mobile Banking;Gagal
TRX178140;2026-03-10;1000003020;Dedi Pratama;Air;PDAM;2515279906;342025;2500;344525;EDC;Sukses
TRX178200;2026-03-07;1000004692;Joko Susilo;BPJS;BPJS Kesehatan;9120417598;117623;2000;119623;Mobile Banking;Gagal
TRX178217;2026-03-27;1000002468;Joko Susilo;TV Kabel;Transvision;6251924811;54167;2500;56667;ATM;Sukses
TRX178231;2026-02-09;1000002509;Joko Susilo;TV Kabel;First Media;5861864495;211181;2500;213681;Mobile Banking;Sukses
TRX178248;2026-03-31;1000004320;Intan Sari;BPJS;BPJS Kesehatan;2972264767;187659;2500;190159;Mobile Banking;Gagal
TRX178319;2026-03-23;1000002430;Hadi Wijaya;Air;PDAM;4714351129;360303;2000;362303;EDC;Sukses
TRX178376;2026-01-04;1000003354;Intan Sari;BPJS;BPJS Kesehatan;9385790549;403637;2000;405637;Mobile Banking;Sukses
TRX178411;2026-02-26;1000003564;Budi Santoso;TV Kabel;Transvision;4403677849;117745;3000;120745;ATM;Gagal
TRX178427;2026-03-01;1000001345;Citra Dewi;Listrik;PLN;8296135654;322936;3000;325936;ATM;Sukses
TRX178434;2026-03-04;1000001600;Eka Lestari;TV Kabel;First Media;4194382746;430325;2000;432325;Teller;Sukses
TRX178443;2026-03-17;1000003923;Hadi Wijaya;BPJS;BPJS Kesehatan;9175221420;51197;3000;54197;Mobile Banking;Sukses
TRX178490;2026-01-14;1000000501;Budi Santoso;Internet;Biznet;9108678673;481177;2000;483177;Internet Banking;Gagal
TRX178505;2026-01-26;1000003112;Budi Santoso;Air;PDAM;3958040835;99662;2000;101662;Teller;Gagal
TRX178521;2026-02-03;1000002347;Eka Lestari;Internet;IndiHome;9793768779;243772;2500;246272;ATM;Sukses
TRX178532;2026-03-20;1000002719;Andi Saputra;Internet;Biznet;1096987488;471513;3000;474513;EDC;Sukses
TRX178541;2026-01-21;1000000163;Hadi Wijaya;Internet;IndiHome;5527292818;273657;2500;276157;ATM;Sukses
TRX178546;2026-02-04;1000000000;Dedi Pratama;Internet;Biznet;4468246743;266530;3000;269530;ATM;Sukses
TRX178595;2026-03-27;1000002746;Eka Lestari;TV Kabel;First Media;1164806459;249641;2000;251641;EDC;Sukses
TRX178621;2026-02-11;1000001482;Citra Dewi;Listrik;PLN;5283502141;82418;2000;84418;ATM;Sukses
TRX178639;2026-01-23;1000004409;Joko Susilo;Internet;Biznet;7314281896;216134;2500;218634;Internet Banking;Sukses
TRX178648;2026-03-25;1000003703;Fajar Hidayat;Air;PDAM;6811077162;155678;2500;158178;Teller;Sukses
TRX178683;2026-02-12;1000002709;Joko Susilo;BPJS;BPJS Kesehatan;2709819708;273679;2500;276179;EDC;Sukses
TRX178689;2026-03-28;1000001139;Joko Susilo;BPJS;BPJS Kesehatan;9938117656;128244;2500;130744;ATM;Sukses
TRX178701;2026-01-15;1000002895;Dedi Pratama;TV Kabel;Transvision;9893950469;473515;2000;475515;ATM;Sukses
TRX178728;2026-01-09;1000001571;Andi Saputra;Air;PDAM;6127440497;136639;3000;139639;Mobile Banking;Gagal
TRX178734;2026-03-21;1000002157;Intan Sari;TV Kabel;First Media;1859964309;271041;3000;274041;EDC;Gagal
TRX178750;2026-02-01;1000003208;Andi Saputra;Internet;IndiHome;2677702456;283550;2000;285550;Mobile Banking;Sukses
TRX178793;2026-01-30;1000000264;Budi Santoso;TV Kabel;First Media;4880849120;139173;2000;141173;Internet Banking;Sukses
TRX178798;2026-01-23;1000001461;Joko Susilo;TV Kabel;Transvision;3665719837;164450;2000;166450;Internet Banking;Sukses
TRX178803;2026-01-08;1000000046;Intan Sari;TV Kabel;First Media;4517813218;329188;2000;331188;ATM;Sukses
TRX178810;2026-03-13;1000000374;Joko Susilo;Listrik;PLN;9103669379;384346;2500;386846;Teller;Sukses
TRX178820;2026-03-01;1000000642;Citra Dewi;Internet;Biznet;7672302385;246333;2500;248833;ATM;Gagal
TRX178896;2026-01-23;1000003793;Eka Lestari;Air;PDAM;5179407251;102400;2000;104400;Mobile Banking;Sukses
TRX178935;2026-03-28;1000003077;Andi Saputra;Internet;Biznet;4478515021;308606;2500;311106;Teller;Sukses
TRX178998;2026-02-27;1000002099;Gina Marlina;Internet;Biznet;7934248015;427611;2000;429611;Teller;Sukses
TRX179077;2026-01-24;1000000783;Andi Saputra;BPJS;BPJS Kesehatan;8184248957;252346;2000;254346;Teller;Sukses
TRX179102;2026-01-28;1000003845;Fajar Hidayat;BPJS;BPJS Kesehatan;7935626319;88410;2500;90910;Internet Banking;Gagal
TRX179127;2026-04-01;1000004294;Andi Saputra;BPJS;BPJS Kesehatan;8456172302;75177;3000;78177;EDC;Sukses
TRX179128;2026-02-24;1000003470;Andi Saputra;Internet;Biznet;9447360654;241298;3000;244298;Internet Banking;Gagal
TRX179166;2026-01-14;1000001788;Intan Sari;Listrik;PLN;2819237629;285691;2000;287691;Teller;Sukses
TRX179254;2026-02-09;1000003389;Dedi Pratama;Internet;IndiHome;8626467622;292437;2500;294937;Teller;Sukses
TRX179331;2026-03-18;1000004548;Joko Susilo;TV Kabel;Transvision;5036145047;343435;2000;345435;ATM;Sukses
TRX179343;2026-02-18;1000000603;Hadi Wijaya;BPJS;BPJS Kesehatan;8757465766;73214;2500;75714;ATM;Gagal
TRX179356;2026-03-24;1000004483;Eka Lestari;Internet;Biznet;2800645804;436836;3000;439836;Mobile Banking;Sukses
TRX179391;2026-03-05;1000001821;Fajar Hidayat;BPJS;BPJS Kesehatan;7184212539;369859;3000;372859;Mobile Banking;Sukses
TRX179440;2026-01-04;1000003583;Budi Santoso;TV Kabel;First Media;2039055792;474547;2500;477047;EDC;Sukses
TRX179447;2026-04-01;1000004296;Intan Sari;Air;PDAM;3942734623;376164;2000;378164;EDC;Gagal
TRX179456;2026-03-28;1000004148;Andi Saputra;Listrik;PLN;1340281481;494327;2500;496827;Mobile Banking;Sukses
TRX179476;2026-03-15;1000002888;Intan Sari;Internet;IndiHome;5742868548;79896;3000;82896;EDC;Gagal
TRX179484;2026-02-04;1000000121;Intan Sari;Internet;Biznet;8662101922;479432;2500;481932;Teller;Sukses
TRX179536;2026-03-09;1000000202;Intan Sari;TV Kabel;Transvision;2334726484;364695;2500;367195;Teller;Sukses
TRX179543;2026-03-30;1000000962;Hadi Wijaya;Listrik;PLN;1105090109;190466;2000;192466;Mobile Banking;Gagal
TRX179556;2026-01-31;1000001645;Eka Lestari;Air;PDAM;5937365724;157674;3000;160674;Internet Banking;Sukses
TRX179561;2026-03-12;1000000818;Dedi Pratama;TV Kabel;Transvision;5568642962;336116;2500;338616;Mobile Banking;Sukses
TRX179591;2026-02-19;1000004067;Fajar Hidayat;Listrik;PLN;8651000500;324735;2000;326735;Internet Banking;Gagal
TRX179602;2026-03-09;1000003605;Gina Marlina;Internet;IndiHome;7513569752;108171;3000;111171;Teller;Gagal
TRX179613;2026-02-17;1000003355;Fajar Hidayat;Air;PDAM;1381275311;61187;2000;63187;EDC;Sukses
TRX179687;2026-03-28;1000000188;Hadi Wijaya;Air;PDAM;8328109246;309756;2500;312256;Internet Banking;Gagal
TRX179699;2026-03-14;1000000922;Budi Santoso;Internet;IndiHome;1257919575;334032;3000;337032;Internet Banking;Sukses
TRX179739;2026-01-15;1000000615;Dedi Pratama;Air;PDAM;1945440295;103754;2500;106254;EDC;Sukses
TRX179879;2026-03-26;1000001715;Eka Lestari;Internet;IndiHome;1453275426;455599;2500;458099;EDC;Gagal
TRX179977;2026-02-23;1000001908;Budi Santoso;TV Kabel;Transvision;9357211397;466932;2000;468932;Teller;Gagal
TRX179994;2026-01-05;1000001095;Intan Sari;Internet;IndiHome;1632616471;424916;2000;426916;EDC;Sukses
TRX180041;2026-03-09;1000001165;Budi Santoso;Internet;IndiHome;7345738875;208141;3000;211141;ATM;Gagal
TRX180174;2026-02-28;1000001567;Eka Lestari;TV Kabel;Transvision;6463900779;222989;2000;224989;Mobile Banking;Gagal
TRX180192;2026-03-24;1000000176;Joko Susilo;Listrik;PLN;2725895785;308364;2500;310864;Internet Banking;Sukses
TRX180300;2026-02-23;1000003493;Fajar Hidayat;TV Kabel;Transvision;8763149206;439018;3000;442018;Internet Banking;Sukses
TRX180307;2026-01-30;1000003143;Gina Marlina;Internet;Biznet;7619054548;231948;3000;234948;Mobile Banking;Sukses
TRX180309;2026-02-28;1000003369;Joko Susilo;Internet;IndiHome;5757937822;418286;3000;421286;Internet Banking;Sukses
TRX180314;2026-02-12;1000003325;Fajar Hidayat;Internet;IndiHome;3460658166;344669;2000;346669;Mobile Banking;Gagal
TRX180316;2026-01-09;1000004342;Dedi Pratama;TV Kabel;First Media;3480129452;377622;2500;380122;Internet Banking;Gagal
TRX180397;2026-02-14;1000001658;Fajar Hidayat;TV Kabel;Transvision;7671928367;410499;3000;413499;Mobile Banking;Sukses
TRX180408;2026-02-03;1000001406;Andi Saputra;TV Kabel;First Media;8567965648;98232;2500;100732;Mobile Banking;Sukses
TRX180473;2026-01-24;1000003540;Intan Sari;Internet;Biznet;5595371985;82636;2500;85136;EDC;Sukses
TRX180559;2026-01-30;1000004810;Gina Marlina;Air;PDAM;6503988659;288698;3000;291698;Teller;Sukses
TRX180571;2026-01-03;1000003742;Andi Saputra;Listrik;PLN;9585854196;167467;3000;170467;ATM;Sukses
TRX180582;2026-01-04;1000002502;Joko Susilo;Listrik;PLN;5159678220;71966;3000;74966;Teller;Sukses
TRX180628;2026-02-04;1000004871;Gina Marlina;BPJS;BPJS Kesehatan;1660232103;249256;3000;252256;Mobile Banking;Sukses
TRX180697;2026-01-10;1000002268;Budi Santoso;TV Kabel;Transvision;8978276785;374344;2000;376344;Internet Banking;Sukses
TRX180701;2026-01-25;1000001583;Budi Santoso;TV Kabel;Transvision;6908926118;203091;3000;206091;EDC;Gagal
TRX180735;2026-03-17;1000000795;Intan Sari;BPJS;BPJS Kesehatan;5597104075;165951;2500;168451;Teller;Sukses
TRX180789;2026-01-07;1000000553;Andi Saputra;TV Kabel;Transvision;9577058765;163306;3000;166306;EDC;Sukses
TRX180811;2026-02-06;1000000119;Eka Lestari;TV Kabel;First Media;2721593387;274701;3000;277701;EDC;Gagal
TRX180818;2026-03-28;1000001896;Dedi Pratama;Listrik;PLN;8564140610;393354;2000;395354;EDC;Sukses
TRX180885;2026-02-08;1000000448;Citra Dewi;TV Kabel;Transvision;3480906025;443611;2000;445611;Mobile Banking;Sukses
TRX180945;2026-02-28;1000004980;Joko Susilo;Internet;Biznet;5989012599;313533;3000;316533;Internet Banking;Sukses
TRX180952;2026-03-04;1000002169;Andi Saputra;Internet;Biznet;3107776875;118557;3000;121557;Internet Banking;Gagal
TRX180956;2026-03-27;1000000991;Gina Marlina;Listrik;PLN;2076040664;402014;2500;404514;Internet Banking;Gagal
TRX180980;2026-02-26;1000000871;Hadi Wijaya;Air;PDAM;3038326979;426910;2000;428910;ATM;Sukses
TRX181044;2026-02-10;1000004990;Andi Saputra;BPJS;BPJS Kesehatan;9976795224;356053;3000;359053;Mobile Banking;Gagal
TRX181095;2026-01-29;1000003598;Dedi Pratama;TV Kabel;Transvision;5703003863;427772;3000;430772;Mobile Banking;Sukses
TRX181125;2026-03-20;1000003002;Gina Marlina;Internet;IndiHome;6594675052;401607;2500;404107;EDC;Sukses
TRX181149;2026-03-02;1000001407;Andi Saputra;BPJS;BPJS Kesehatan;2188760731;266899;2000;268899;EDC;Gagal
TRX181159;2026-03-19;1000004837;Dedi Pratama;Listrik;PLN;9212550449;268862;3000;271862;Internet Banking;Sukses
TRX181160;2026-03-05;1000003730;Fajar Hidayat;TV Kabel;Transvision;1995480986;111410;2500;113910;ATM;Sukses
TRX181233;2026-02-15;1000004457;Joko Susilo;TV Kabel;First Media;3965365658;326834;2500;329334;EDC;Sukses
TRX181255;2026-01-15;1000000481;Dedi Pratama;TV Kabel;First Media;6201434123;201030;2500;203530;EDC;Sukses
TRX181270;2026-02-08;1000003975;Eka Lestari;BPJS;BPJS Kesehatan;5708250136;62387;3000;65387;EDC;Sukses
TRX181285;2026-01-03;1000001701;Intan Sari;BPJS;BPJS Kesehatan;4750304586;240895;2000;242895;Mobile Banking;Sukses
TRX181296;2026-02-08;1000002955;Andi Saputra;TV Kabel;Transvision;3041756428;216558;3000;219558;Teller;Sukses
TRX181427;2026-03-11;1000001153;Hadi Wijaya;BPJS;BPJS Kesehatan;2340118630;197160;3000;200160;ATM;Gagal
TRX181439;2026-01-15;1000000001;Fajar Hidayat;Internet;Biznet;4217653672;130615;2500;133115;Mobile Banking;Gagal
TRX181460;2026-03-24;1000002127;Dedi Pratama;TV Kabel;Transvision;5796583450;180057;3000;183057;Teller;Sukses
TRX181464;2026-01-18;1000003452;Intan Sari;Internet;IndiHome;1403481693;289597;2500;292097;Teller;Sukses
TRX181491;2026-02-06;1000004417;Intan Sari;Air;PDAM;5898231408;154760;3000;157760;Internet Banking;Sukses
TRX181493;2026-01-09;1000000140;Fajar Hidayat;Listrik;PLN;2235136393;482303;3000;485303;ATM;Gagal
TRX181499;2026-01-06;1000003900;Eka Lestari;Internet;Biznet;8851509808;175380;2000;177380;Internet Banking;Sukses
TRX181545;2026-01-03;1000001493;Budi Santoso;Air;PDAM;2370869282;361379;2500;363879;Internet Banking;Sukses
TRX181567;2026-03-02;1000000441;Hadi Wijaya;BPJS;BPJS Kesehatan;3083434674;397060;2500;399560;EDC;Sukses
TRX181583;2026-03-10;1000000610;Citra Dewi;TV Kabel;First Media;2661557586;432464;3000;435464;ATM;Sukses
TRX181605;2026-01-21;1000001878;Budi Santoso;Listrik;PLN;5835621748;99568;2500;102068;Mobile Banking;Sukses
TRX181635;2026-02-16;1000004154;Andi Saputra;Internet;IndiHome;1144103324;249477;2500;251977;Mobile Banking;Gagal
TRX181672;2026-01-21;1000000153;Joko Susilo;Listrik;PLN;3906768936;450488;3000;453488;ATM;Gagal
TRX181756;2026-02-21;1000001877;Gina Marlina;TV Kabel;Transvision;3808657695;87996;2000;89996;Mobile Banking;Gagal
TRX181858;2026-01-26;1000000701;Dedi Pratama;Internet;IndiHome;1327785455;301676;2000;303676;ATM;Sukses
TRX181860;2026-02-01;1000001505;Gina Marlina;TV Kabel;First Media;8176551115;189471;2500;191971;Mobile Banking;Gagal
TRX181867;2026-03-26;1000001047;Budi Santoso;TV Kabel;Transvision;3196289067;472653;3000;475653;Mobile Banking;Gagal
TRX181874;2026-03-19;1000001050;Citra Dewi;Air;PDAM;4195432712;57592;2500;60092;Mobile Banking;Gagal
TRX181885;2026-01-10;1000001496;Citra Dewi;BPJS;BPJS Kesehatan;7448805773;474923;3000;477923;Mobile Banking;Sukses
TRX181904;2026-03-01;1000002761;Hadi Wijaya;Air;PDAM;8025692508;378123;2500;380623;EDC;Gagal
TRX181908;2026-03-29;1000004279;Eka Lestari;Listrik;PLN;9708752332;333921;2500;336421;ATM;Sukses
TRX181974;2026-02-09;1000003908;Fajar Hidayat;TV Kabel;Transvision;7565179822;100340;2000;102340;ATM;Sukses
TRX182016;2026-01-01;1000001610;Citra Dewi;TV Kabel;First Media;2483640597;220585;2500;223085;ATM;Sukses
TRX182092;2026-01-05;1000003690;Andi Saputra;TV Kabel;Transvision;5341244114;296378;2500;298878;Internet Banking;Sukses
TRX182109;2026-03-15;1000004236;Andi Saputra;TV Kabel;First Media;8242707176;99202;2500;101702;EDC;Gagal
TRX182174;2026-03-17;1000000345;Hadi Wijaya;Air;PDAM;8744490335;292970;2500;295470;ATM;Sukses
TRX182200;2026-03-07;1000002409;Dedi Pratama;Internet;Biznet;8229247099;369483;2500;371983;Internet Banking;Sukses
TRX182218;2026-03-25;1000000530;Andi Saputra;TV Kabel;First Media;7561671407;93681;2000;95681;Mobile Banking;Sukses
TRX182244;2026-03-11;1000003494;Dedi Pratama;TV Kabel;First Media;4593556220;139922;2500;142422;ATM;Gagal
TRX182287;2026-01-27;1000004691;Eka Lestari;Internet;IndiHome;1461668357;410179;3000;413179;ATM;Sukses
TRX182334;2026-01-31;1000003016;Intan Sari;Listrik;PLN;1073907443;240302;2500;242802;Internet Banking;Gagal
TRX182460;2026-03-11;1000003097;Joko Susilo;TV Kabel;First Media;8459465394;457288;2000;459288;Internet Banking;Sukses
TRX182509;2026-01-18;1000004608;Hadi Wijaya;Internet;IndiHome;1502105847;131847;2000;133847;Mobile Banking;Sukses
TRX182528;2026-02-16;1000004609;Eka Lestari;TV Kabel;First Media;5279664457;192663;2500;195163;EDC;Sukses
TRX182598;2026-01-10;1000000250;Citra Dewi;Internet;IndiHome;5844560518;347270;3000;350270;Teller;Sukses
TRX182608;2026-01-14;1000001238;Joko Susilo;Internet;Biznet;5958066211;246806;2500;249306;ATM;Sukses
TRX182768;2026-03-05;1000004337;Eka Lestari;TV Kabel;Transvision;3279931247;143611;3000;146611;ATM;Gagal
TRX182773;2026-02-15;1000003439;Fajar Hidayat;Internet;IndiHome;9536381961;55227;2000;57227;EDC;Sukses
TRX182781;2026-03-13;1000003551;Budi Santoso;Listrik;PLN;7250077257;383131;3000;386131;ATM;Sukses
TRX182790;2026-03-30;1000001449;Citra Dewi;BPJS;BPJS Kesehatan;6208151243;264330;2500;266830;Internet Banking;Sukses
TRX182813;2026-03-01;1000004255;Joko Susilo;Internet;IndiHome;8336752250;163113;2500;165613;EDC;Sukses
TRX182882;2026-02-24;1000002354;Budi Santoso;BPJS;BPJS Kesehatan;8195398015;163325;3000;166325;ATM;Sukses
TRX182901;2026-01-30;1000000018;Budi Santoso;Listrik;PLN;3465341568;195499;3000;198499;Internet Banking;Sukses
TRX182924;2026-03-09;1000004418;Budi Santoso;BPJS;BPJS Kesehatan;4445802300;437347;3000;440347;Teller;Sukses
TRX182954;2026-02-10;1000001808;Budi Santoso;TV Kabel;Transvision;5403933124;141283;2500;143783;Mobile Banking;Gagal
TRX182982;2026-02-07;1000000636;Hadi Wijaya;TV Kabel;First Media;1485359896;466621;2000;468621;Mobile Banking;Gagal
TRX182994;2026-02-09;1000002783;Intan Sari;Air;PDAM;8190088135;428844;2500;431344;ATM;Sukses
TRX183030;2026-02-04;1000002139;Dedi Pratama;BPJS;BPJS Kesehatan;8015995014;463170;2500;465670;Mobile Banking;Sukses
TRX183060;2026-03-22;1000002993;Eka Lestari;TV Kabel;First Media;1980279274;411751;2500;414251;Teller;Sukses
TRX183102;2026-02-18;1000001263;Intan Sari;TV Kabel;First Media;2301030280;318204;3000;321204;EDC;Gagal
TRX183111;2026-03-20;1000000703;Andi Saputra;Air;PDAM;1506696441;86981;2500;89481;EDC;Sukses
TRX183217;2026-01-21;1000003104;Citra Dewi;Listrik;PLN;2963819925;177250;2000;179250;EDC;Gagal
TRX183253;2026-03-27;1000002591;Eka Lestari;Listrik;PLN;8246088173;59406;2500;61906;Internet Banking;Sukses
TRX183265;2026-03-08;1000004014;Fajar Hidayat;Internet;IndiHome;9874899242;129389;2500;131889;ATM;Gagal
TRX183310;2026-04-01;1000002896;Andi Saputra;Internet;IndiHome;4784558522;193117;2000;195117;EDC;Sukses
TRX183477;2026-03-20;1000000145;Fajar Hidayat;TV Kabel;Transvision;2063232365;434514;2000;436514;Teller;Sukses
TRX183609;2026-02-11;1000000303;Andi Saputra;Internet;IndiHome;4632783058;324360;2500;326860;Mobile Banking;Gagal
TRX183636;2026-03-08;1000001213;Dedi Pratama;Internet;IndiHome;9924483532;412361;3000;415361;Mobile Banking;Gagal
TRX183669;2026-01-15;1000000448;Citra Dewi;Internet;IndiHome;8550964946;317658;2500;320158;Teller;Sukses
TRX183694;2026-01-09;1000003075;Fajar Hidayat;TV Kabel;First Media;6946605161;406710;2000;408710;EDC;Sukses
TRX183708;2026-03-02;1000003710;Budi Santoso;Air;PDAM;9687856379;354555;3000;357555;Teller;Sukses
TRX183710;2026-02-03;1000002732;Citra Dewi;TV Kabel;Transvision;7660637895;130736;2000;132736;Internet Banking;Gagal
TRX183751;2026-02-13;1000000178;Andi Saputra;Listrik;PLN;6581214200;326168;3000;329168;ATM;Sukses
TRX183788;2026-01-22;1000003470;Andi Saputra;Listrik;PLN;1803205799;417138;3000;420138;EDC;Sukses
TRX183798;2026-01-13;1000001820;Andi Saputra;Internet;Biznet;2757878617;387195;3000;390195;EDC;Sukses
TRX183821;2026-02-20;1000001242;Fajar Hidayat;Air;PDAM;6631012371;455775;2000;457775;Mobile Banking;Sukses
TRX183875;2026-03-09;1000003448;Andi Saputra;TV Kabel;Transvision;2926672824;487950;3000;490950;ATM;Sukses
TRX183877;2026-02-11;1000002837;Dedi Pratama;TV Kabel;Transvision;4554149742;124646;2000;126646;Mobile Banking;Gagal
TRX183883;2026-02-05;1000004199;Eka Lestari;BPJS;BPJS Kesehatan;6119806598;193280;2000;195280;Teller;Gagal
TRX183894;2026-01-28;1000003689;Eka Lestari;BPJS;BPJS Kesehatan;3613405517;185717;3000;188717;Teller;Sukses
TRX183924;2026-03-09;1000000701;Dedi Pratama;TV Kabel;Transvision;1834396112;390560;2500;393060;Mobile Banking;Sukses
TRX183925;2026-02-20;1000004109;Eka Lestari;Internet;Biznet;9958527676;243727;3000;246727;Teller;Sukses
TRX184032;2026-03-23;1000002035;Budi Santoso;Listrik;PLN;3570645575;107103;2500;109603;Mobile Banking;Sukses
